TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target,Target_pca
100.51999999999998,1,19,0,50.0,1,110.0,1.0,453.3900000000003,1,1
85.35,1,42,0,66.0,2,166.0,1.0,2173.76,0,0
79.75999999999996,1,33,1,39.0,1,170.0,1.0,6452.14,0,0
778.49,0,29,2,75.0,2,107.0,1.0,7713.67,2,2
386.38,1,31,2,42.0,1,135.0,1.0,5528.36,2,2
165.25,1,34,2,35.0,0,106.0,1.0,9939.94,0,0
14.29000000000002,1,20,0,34.0,1,150.0,1.0,7016.99,1,1
232.79,0,16,1,55.0,2,145.0,1.0,2661.3,1,1
1237.56,0,2,1,60.0,1,159.0,1.0,9410.17,3,3
293.97,1,31,1,68.0,2,153.0,1.0,7371.85,2,2
136.32,1,24,2,19.0,3,113.0,1.0,264.8299999999999,2,2
251.06,1,7,2,36.0,0,34.0,1.0,10001.66,3,3
50.170000000000016,0,34,0,77.0,2,35.0,1.0,7752.14,0,0
21.399999999999977,1,14,1,34.0,1,258.0,1.0,9594.11,1,1
73.28,1,4,1,21.0,3,21.0,1.0,1329.4099999999999,3,3
70.23000000000002,1,22,0,38.0,0,260.0,1.0,11624.93,2,2
689.29,1,12,0,22.0,3,100.0,1.0,168.84000000000015,1,1
745.03,1,13,2,28.0,3,231.0,1.0,160.5699999999997,1,1
54.610000000000014,1,25,0,58.0,1,160.0,1.0,7135.64,2,2
54.05000000000001,1,21,1,27.0,3,146.0,1.0,469.1400000000003,2,1
107.46999999999997,1,2,2,67.0,2,144.0,1.0,7517.5,3,3
611.11,1,11,0,20.0,3,282.0,4.0,919.8400000000001,1,1
219.63,1,5,0,48.0,0,44.0,1.0,8013.63,3,3
93.51999999999998,1,30,2,51.0,1,97.0,1.0,2791.2,2,2
275.92,0,26,1,62.0,2,107.0,1.0,1777.38,2,2
376.79,1,25,1,68.0,2,265.00000000000006,1.0,7749.14,2,2
697.32,1,1,2,68.0,2,91.0,1.0,2016.02,3,3
302.16,1,18,2,80.0,2,138.0,5.0,3876.61,1,1
442.74,1,36,1,23.0,3,136.0,1.0,1790.27,0,0
623.9,1,38,0,27.0,3,249.0,1.0,711.4700000000003,0,0
445.4100000000001,1,14,0,35.0,0,235.0,3.0,12154.66,1,1
63.41,1,13,0,26.0,3,36.0,1.0,1546.2200000000003,1,1
346.85,1,18,0,44.0,0,88.0,1.0,7208.15,1,1
7.5,1,9,2,63.0,2,36.0,1.0,6485.78,3,3
206.45999999999998,1,41,0,65.0,2,279.00000000000006,1.0,3984.38,0,0
423.11,1,8,0,60.0,1,47.0,1.0,412.77999999999975,3,3
35.839999999999975,0,7,2,54.0,2,172.0,1.0,4795.65,3,3
88.6,0,33,1,28.0,3,105.0,1.0,246.5699999999997,0,0
1431.3,1,28,0,18.0,3,168.0,1.0,1058.1300000000006,2,2
22.45999999999998,1,27,2,54.0,2,78.0,1.0,6631.5,2,2
334.89,1,13,2,21.0,3,260.0,1.0,1661.6800000000003,1,1
319.27,0,29,2,54.0,2,59.0,1.0,5504.01,2,2
144.29999999999998,1,28,0,18.0,3,88.0,1.0,312.1899999999996,2,2
348.7,0,14,1,69.0,2,149.0,1.0,2445.58,1,1
366.21,1,28,0,62.0,0,181.0,1.0,10862.99,2,2
99.11000000000001,1,30,2,55.0,2,12.0,1.0,5414.87,2,2
539.35,1,25,0,55.0,2,127.0,1.0,3919.44,2,2
188.99,1,28,1,58.0,1,92.0,1.0,7315.34,2,2
1416.69,1,26,0,46.0,1,58.0,1.0,3740.73,2,2
710.14,1,12,0,26.0,3,227.0,1.0,465.6300000000001,1,1
308.68,1,25,2,53.0,0,170.0,1.0,9992.36,2,2
166.68,1,23,0,57.0,2,139.0,1.0,5141.19,2,2
505.19,1,18,0,30.0,0,128.0,5.0,5326.68,1,1
66.58000000000001,1,33,1,23.0,3,79.0,1.0,1636.3199999999997,0,0
223.43,1,9,1,77.0,2,178.0,1.0,7932.41,3,3
659.95,1,11,2,60.0,1,114.0,1.0,3927.69,1,1
634.8599999999999,1,6,0,27.0,3,45.0,1.0,588.5,3,3
286.5,0,4,1,30.0,1,60.0,1.0,8517.95,3,3
322.96,0,30,1,76.0,2,168.0,1.0,2401.59,2,2
654.48,1,8,1,19.0,3,114.0,1.0,6776.41,3,3
157.97,1,30,1,48.0,0,140.0,1.0,5529.92,2,2
254.77,1,10,1,57.0,1,57.0,1.0,5994.87,1,1
795.96,1,33,2,65.0,2,119.0,1.0,5468.58,0,0
149.25,1,29,0,39.0,1,142.0,1.0,5677.52,2,2
68.19,0,14,2,40.0,0,189.0,1.0,9895.1,1,1
37.56999999999999,1,12,0,57.0,2,42.0,1.0,7739.54,1,1
127.0,0,26,1,19.0,3,68.0,5.0,431.15999999999985,2,2
448.33,1,1,0,25.0,3,161.0,1.0,922.1900000000005,3,3
1116.48,1,36,0,51.0,1,55.0,1.0,447.52999999999975,0,0
8.649999999999977,1,19,2,48.0,0,273.0,1.0,10778.35,1,1
539.81,1,37,2,46.0,1,177.0,1.0,2051.25,0,0
363.53,1,18,0,63.0,2,142.0,1.0,1038.9099999999994,1,1
64.9,0,11,1,51.0,2,72.0,1.0,6854.61,1,1
358.18,1,4,0,18.0,3,157.0,1.0,619.8599999999997,3,3
167.2,1,35,1,30.0,0,84.0,1.0,11320.83,0,0
121.91,1,6,1,60.0,0,133.0,1.0,14510.8,3,3
137.57,1,21,2,54.0,1,70.0,1.0,5103.67,2,1
534.62,1,28,2,55.0,0,45.0,1.0,13793.53,2,2
463.92,1,23,2,50.0,1,199.0,1.0,2403.39,2,2
320.14,1,25,2,60.0,2,96.0,1.0,3075.97,2,2
214.93,1,0,2,28.0,3,52.0,1.0,7835.4,3,3
660.02,1,26,1,20.0,3,84.0,1.0,414.4300000000003,2,2
345.81,1,33,1,40.0,1,135.0,1.0,6116.8,0,0
143.54,1,30,0,71.0,2,80.0,1.0,6067.62,2,2
42.55000000000001,1,39,1,53.0,1,29.0,1.0,7341.43,0,0
1063.25,0,29,2,21.0,3,128.0,1.0,1240.71,2,2
541.79,1,23,0,22.0,3,125.0,1.0,1454.08,2,2
40.56999999999999,1,8,1,26.0,3,63.0,1.0,1476.9099999999999,3,3
120.24000000000001,1,25,1,18.0,3,131.0,2.0,1943.13,2,2
498.67,1,24,2,28.0,3,244.0,1.0,1719.9700000000003,2,2
227.22,1,12,0,53.0,0,220.0,1.0,832.8199999999997,1,1
1182.86,1,40,2,30.0,1,34.0,1.0,7696.16,0,0
59.44,1,6,2,35.0,1,176.0,1.0,5472.03,3,3
186.69,1,27,1,30.0,1,54.0,1.0,8602.22,2,2
230.46,1,23,2,19.0,3,179.0,1.0,162.52999999999975,2,2
65.09,0,39,2,44.0,1,159.0,1.0,9370.9,0,0
457.09,0,26,2,55.0,1,63.0,1.0,8570.82,2,2
552.02,0,6,0,44.0,1,100.0,1.0,522.0799999999999,3,3
377.12,1,15,0,34.0,1,61.0,1.0,836.6700000000001,1,1
204.56,0,36,1,18.0,3,179.0,1.0,364.72000000000025,0,0
420.28,1,42,1,35.0,0,144.0,1.0,8557.32,0,0
97.09,1,13,0,24.0,3,202.0,4.0,1579.5699999999997,1,1
124.58999999999997,1,5,1,27.0,3,171.0,1.0,129.28999999999996,3,3
73.88,1,5,2,39.0,0,34.0,1.0,6474.41,3,3
106.16,1,31,0,56.0,0,277.0,4.0,7487.79,2,2
245.93,1,14,1,54.0,1,172.0,1.0,7986.63,1,1
622.41,1,16,0,64.0,0,125.0,1.0,7322.01,1,1
43.72999999999999,1,29,0,34.0,0,145.0,1.0,9929.43,2,2
1282.86,1,2,1,19.0,3,68.0,1.0,1830.98,3,3
2.0299999999999727,0,11,0,33.0,1,28.0,1.0,3012.31,1,1
770.65,1,17,2,31.0,0,137.0,1.0,7198.8,1,1
260.31,1,2,1,63.0,0,113.0,1.0,10980.38,3,3
356.1,0,13,1,26.0,3,187.0,1.0,868.3500000000004,1,1
27.069999999999993,0,41,1,80.0,2,39.0,1.0,3773.29,0,0
119.88999999999999,1,40,0,67.0,0,60.0,1.0,6697.77,0,0
106.38999999999999,1,41,2,37.0,0,281.0,1.0,9410.99,0,0
12.04000000000002,1,13,2,37.0,1,58.0,1.0,6213.32,1,1
365.7,1,15,1,21.0,3,115.0,2.0,368.77999999999975,1,1
29.379999999999995,0,3,1,28.0,3,63.0,1.0,1663.31,3,3
319.85,1,10,0,60.0,0,148.0,1.0,711.6599999999999,1,1
350.14,0,20,2,75.0,2,38.0,1.0,2403.25,1,1
163.94,0,41,1,52.0,2,73.0,1.0,5957.37,0,0
170.53,1,28,1,24.0,3,58.0,1.0,801.0100000000002,2,2
262.22,0,3,0,40.0,1,136.0,1.0,5711.71,3,3
41.49000000000001,1,0,2,24.0,3,13.0,1.0,928.3299999999999,3,3
121.43000000000004,0,34,1,52.0,1,243.0,1.0,7365.28,0,0
350.46,1,26,1,51.0,2,165.0,1.0,5839.38,2,2
220.41,0,12,2,26.0,1,155.0,1.0,5116.98,1,1
33.45999999999998,1,39,0,72.0,2,111.0,1.0,3641.07,0,0
104.79000000000002,1,10,0,70.0,0,223.0,1.0,1352.19,1,1
246.27,1,14,2,29.0,0,141.0,1.0,7299.86,1,1
48.849999999999994,1,9,0,19.0,3,176.0,1.0,1503.56,3,3
332.0,1,5,0,69.0,2,16.999999999999986,1.0,5943.13,3,3
118.1,1,22,2,54.0,1,167.0,1.0,895.6599999999999,2,2
84.59000000000003,0,19,1,67.0,0,9.999999999999986,1.0,5669.1,1,1
295.64,1,17,2,21.0,3,82.0,1.0,1061.96,1,1
514.33,1,30,1,25.0,3,160.0,1.0,1592.94,2,2
94.59,1,42,2,39.0,0,34.0,1.0,6171.89,0,0
80.42999999999998,1,8,1,59.0,2,157.0,1.0,5987.67,3,3
54.25,1,41,2,68.0,0,37.0,1.0,14783.33,0,0
178.88,0,9,1,76.0,2,93.0,4.0,4708.29,3,3
518.85,1,18,2,22.0,3,82.0,1.0,1806.0,1,1
10.649999999999977,1,21,2,54.0,0,161.0,1.0,13240.719999999998,2,1
198.62,0,40,1,27.0,3,84.0,1.0,1196.0699999999997,0,0
107.03,1,24,1,27.0,3,73.0,1.0,1408.0699999999997,2,2
139.57000000000002,1,13,0,19.0,3,263.0,3.0,271.77999999999975,1,1
346.11,1,9,1,41.0,1,213.0,1.0,9551.64,3,3
138.06,1,5,1,44.0,1,159.0,1.0,1070.4700000000003,3,3
158.02,1,27,0,49.0,1,120.0,1.0,9374.24,2,2
830.01,0,6,2,66.0,2,96.0,1.0,4253.18,3,3
110.49000000000001,1,33,2,57.0,0,48.0,1.0,10483.93,0,0
329.4,1,10,2,34.0,0,68.0,1.0,9588.07,1,1
635.4,1,10,0,47.0,0,106.0,1.0,1238.1099999999997,1,1
769.97,1,36,1,22.0,3,23.0,1.0,1244.9300000000003,0,0
175.07,1,7,1,26.0,3,169.0,1.0,1040.25,3,3
7.310000000000002,1,19,1,78.0,2,282.0,1.0,5757.67,1,1
32.54000000000002,1,28,2,25.0,3,183.0,4.0,1544.88,2,2
56.120000000000005,1,12,0,30.0,0,102.0,1.0,8839.67,1,1
424.7,0,24,2,56.0,2,178.0,1.0,6239.89,2,2
35.73000000000002,1,24,1,65.0,0,87.0,1.0,9073.17,2,2
3.4399999999999977,1,13,0,78.0,2,108.0,1.0,7561.33,1,1
1342.25,0,13,1,21.0,3,235.0,1.0,694.0299999999997,1,1
139.03,0,20,2,50.0,1,81.0,1.0,2276.57,1,1
254.92,0,35,0,28.0,1,169.0,1.0,2791.12,0,0
115.11000000000001,1,0,2,28.0,1,139.0,1.0,9808.97,3,3
171.11,1,37,0,57.0,2,171.0,1.0,6324.09,0,0
168.54,1,28,0,70.0,0,142.0,2.0,13406.0,2,2
408.46,1,33,1,64.0,2,28.0,1.0,3140.79,0,0
1162.42,0,11,2,30.0,0,45.0,1.0,10357.26,1,1
342.17,0,27,1,21.0,3,247.0,1.0,461.8299999999999,2,2
580.71,1,30,0,53.0,1,95.0,1.0,5670.0,2,2
821.54,0,1,1,79.0,2,36.0,1.0,4040.32,3,3
253.47,1,1,1,20.0,3,238.0,1.0,220.51000000000022,3,3
22.810000000000002,1,27,2,62.0,2,75.0,1.0,3634.76,2,2
266.57,0,4,2,39.0,1,96.0,1.0,7180.48,3,3
374.61,0,23,2,75.0,2,37.0,1.0,1389.71,2,2
339.35,0,4,0,78.0,2,70.0,1.0,5002.7,3,3
810.3599999999999,1,8,0,20.0,3,67.0,1.0,9239.12,3,3
9.829999999999984,1,22,0,24.0,3,86.0,1.0,666.4200000000001,2,2
135.57,0,4,1,51.0,0,116.0,1.0,11351.64,3,3
340.05,1,11,0,43.0,1,37.0,1.0,7234.15,1,1
283.45,1,7,1,27.0,1,127.0,1.0,2049.51,3,3
100.99000000000001,1,27,0,68.0,0,114.0,1.0,8865.27,2,2
90.88,1,0,1,18.0,3,176.0,1.0,3908.47,3,3
655.1499999999999,1,39,0,26.0,1,264.0,1.0,5587.44,0,0
320.55,1,25,2,50.0,1,118.0,1.0,438.75,2,2
41.50999999999999,1,31,2,28.0,3,48.0,1.0,609.6000000000004,2,2
71.52999999999997,0,17,1,68.0,2,39.0,1.0,2393.73,1,1
467.13,0,18,1,54.0,2,45.0,1.0,3914.84,1,1
235.4,1,11,1,28.0,3,70.0,1.0,818.3599999999997,1,1
159.32,1,39,1,18.0,3,100.0,1.0,304.4399999999996,0,0
50.829999999999984,0,30,2,30.0,0,48.0,1.0,9553.42,2,2
56.890000000000015,0,15,1,59.0,1,56.0,1.0,3034.67,1,1
20.21999999999997,1,17,0,43.0,1,138.0,1.0,5515.32,1,1
50.400000000000006,1,35,1,36.0,0,84.0,1.0,1677.0100000000002,0,0
73.88,1,20,1,53.0,2,131.0,1.0,4055.55,1,1
119.61000000000001,1,36,0,33.0,0,53.0,1.0,9899.94,0,0
1241.05,1,24,1,18.0,3,129.0,1.0,756.7399999999998,2,2
116.57999999999998,1,33,1,43.0,1,247.0,1.0,2620.74,0,0
1919.11,1,32,0,30.0,0,161.0,1.0,11090.24,0,2
156.26,0,41,1,46.0,1,160.0,1.0,7854.1,0,0
427.0,0,28,1,49.0,1,163.0,1.0,8253.65,2,2
67.57,1,5,1,37.0,1,107.0,1.0,2766.12,3,3
326.29,1,10,2,56.0,1,179.0,1.0,8171.26,1,1
158.56,1,34,0,33.0,0,100.0,1.0,5401.21,0,0
56.02000000000001,1,22,2,27.0,3,142.0,1.0,3548.02,2,2
245.67,0,32,1,24.0,3,107.0,1.0,752.25,0,2
152.18000000000004,0,20,2,39.0,1,176.0,4.0,2459.84,1,1
114.35,0,12,1,41.0,1,21.0,1.0,469.1199999999999,1,1
373.27,0,24,2,61.0,0,79.0,1.0,8441.61,2,2
504.63,1,32,2,60.0,1,168.0,1.0,3806.16,0,2
126.22,1,1,0,46.0,1,77.0,4.0,6133.41,3,3
820.1499999999999,1,18,1,47.0,0,181.0,1.0,8802.97,1,1
986.81,0,15,2,68.0,0,127.0,1.0,14881.77,1,1
8.370000000000005,1,7,0,63.0,2,135.0,1.0,1106.3399999999997,3,3
197.49,0,14,2,53.0,2,30.0,1.0,5005.33,1,1
637.97,1,27,1,58.0,2,90.0,1.0,7949.03,2,2
13.519999999999982,1,39,0,26.0,3,65.0,1.0,259.77000000000044,0,0
432.1,1,37,0,49.0,1,240.0,1.0,2114.3,0,0
375.17,1,13,0,51.0,1,66.0,2.0,5495.3,1,1
642.68,1,14,1,50.0,0,94.0,1.0,8461.46,1,1
78.44,0,38,2,52.0,2,292.0,1.0,6870.84,0,0
139.72,1,22,1,49.0,1,201.0,1.0,5058.83,2,2
499.99,1,38,1,31.0,1,296.0,1.0,8885.0,0,0
10.069999999999993,1,0,2,24.0,3,49.0,1.0,530.8099999999995,3,3
120.62,1,33,0,23.0,3,85.0,1.0,9379.53,0,0
578.49,1,26,1,59.0,2,180.0,1.0,6475.13,2,2
119.30000000000001,1,23,1,34.0,1,22.0,5.0,319.03999999999996,2,2
280.92,1,31,2,41.0,0,168.0,1.0,5298.85,2,2
42.420000000000016,1,34,2,21.0,3,102.0,1.0,490.5699999999997,0,0
77.03,1,14,0,67.0,0,259.0,1.0,11310.27,1,1
22.589999999999975,1,39,0,62.0,2,45.0,1.0,3988.75,0,0
568.76,1,3,0,51.0,2,155.0,1.0,7484.32,3,3
25.939999999999998,0,38,2,58.0,2,211.0,5.0,4815.11,0,0
105.94,1,28,1,51.0,1,207.0,1.0,5963.1,2,2
733.29,1,41,0,52.0,0,94.0,5.0,10427.0,0,0
350.15,0,14,0,21.0,3,195.0,1.0,296.47000000000025,1,1
1151.18,1,18,0,65.0,0,105.0,1.0,1100.0600000000004,1,1
183.67,1,36,2,19.0,3,238.0,1.0,910.2600000000002,0,0
278.27,1,40,1,29.0,0,123.0,1.0,6684.34,0,0
470.3,1,2,0,40.0,0,88.0,1.0,8524.09,3,3
261.69,1,30,0,53.0,2,84.0,1.0,5126.65,2,2
365.04,1,41,1,22.0,3,94.0,1.0,873.8900000000003,0,0
211.1,1,24,1,57.0,2,136.0,1.0,7059.77,2,2
21.49000000000001,1,10,0,58.0,0,240.0,1.0,11991.24,1,1
63.579999999999984,1,8,0,18.0,3,199.0,1.0,8086.04,3,3
321.86,1,35,0,63.0,0,167.0,1.0,12626.49,0,0
642.54,1,25,1,44.0,1,28.0,1.0,3143.17,2,2
210.45,1,19,0,27.0,3,146.0,1.0,1242.4899999999998,1,1
313.65,0,6,1,55.0,2,173.0,1.0,1886.3599999999997,3,3
99.75999999999999,1,34,1,26.0,3,131.0,1.0,416.8900000000003,0,0
115.32,1,10,1,53.0,2,113.0,1.0,5929.08,1,1
33.610000000000014,1,25,2,23.0,3,72.0,1.0,479.0799999999999,2,2
498.59,0,28,2,33.0,0,32.0,1.0,5862.99,2,2
98.81,1,37,1,27.0,3,91.0,1.0,797.1000000000004,0,0
1.8700000000000045,1,42,0,65.0,2,147.0,1.0,7287.94,0,0
78.92000000000002,0,17,2,59.0,1,95.0,1.0,5624.86,1,1
194.29,0,39,1,39.0,1,9.999999999999986,1.0,2988.41,0,0
28.730000000000018,1,18,0,53.0,1,185.0,1.0,2712.96,1,1
105.53,1,7,2,24.0,3,88.0,1.0,1433.6599999999999,3,3
737.34,1,24,2,30.0,0,34.0,1.0,7336.56,2,2
237.86,1,30,0,18.0,3,210.0,1.0,475.6300000000001,2,2
409.61,1,18,1,65.0,0,89.0,1.0,11698.15,1,1
75.53,0,14,2,21.0,3,157.0,1.0,1034.3499999999995,1,1
72.75,1,31,0,64.0,0,15.0,1.0,12042.79,2,2
39.110000000000014,1,8,2,26.0,3,143.0,1.0,518.54,3,3
1309.79,1,37,0,23.0,3,139.0,1.0,1258.9300000000003,0,0
729.38,1,20,0,68.0,0,90.0,1.0,9127.65,1,1
137.49,1,13,0,34.0,1,50.0,1.0,4471.05,1,1
504.71,1,11,2,29.0,1,61.0,1.0,6214.54,1,1
371.47,0,25,1,24.0,3,58.0,1.0,1187.04,2,2
430.35,1,5,2,36.0,0,205.0,1.0,354.89999999999964,3,3
230.32,1,19,1,35.0,1,56.0,1.0,791.46,1,1
121.70999999999998,1,6,0,52.0,2,140.0,1.0,5878.89,3,3
98.87,1,11,2,20.0,3,179.0,1.0,533.1999999999998,1,1
117.55000000000001,1,14,0,24.0,3,35.0,1.0,897.9400000000005,1,1
244.64,1,40,1,30.0,0,103.0,1.0,9159.56,0,0
321.93,1,26,0,45.0,1,12.0,1.0,4392.73,2,2
1092.7300000000002,1,8,1,58.0,2,11.0,1.0,1390.98,3,3
283.23,1,12,2,40.0,1,98.0,1.0,2008.77,1,1
346.65,1,42,2,30.0,1,60.0,1.0,6356.96,0,0
381.62,1,19,2,64.0,2,164.0,1.0,6009.12,1,1
388.65,1,28,0,76.0,2,43.0,1.0,7896.85,2,2
29.21999999999997,1,35,0,24.0,3,151.0,1.0,1649.4300000000003,0,0
46.74999999999997,1,7,1,67.0,2,150.0,1.0,2840.43,3,3
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,0,0
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,0,0
73.94999999999999,1,18,0,26.0,3,76.0,1.0,363.9200000000001,1,1
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,2,2
217.61,1,6,0,19.0,3,45.0,1.0,1404.5299999999997,3,3
199.84,1,9,0,21.0,3,150.0,1.0,706.4400000000005,3,3
56.349999999999994,1,5,0,44.0,0,75.0,1.0,5095.73,3,3
248.95,0,37,1,65.0,2,29.0,1.0,3059.79,0,0
142.58,1,35,0,33.0,1,145.0,1.0,7844.23,0,0
1020.73,1,13,0,28.0,3,87.0,1.0,1119.6099999999997,1,1
84.34,1,22,2,58.0,2,248.0,3.0,5313.97,2,2
1607.55,1,31,0,31.0,1,156.0,1.0,6227.99,2,2
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,0,0
332.59,1,35,2,55.0,2,143.0,1.0,1457.0699999999997,0,0
236.81,1,28,1,22.0,3,15.0,1.0,813.6800000000003,2,2
417.8,0,30,1,27.0,3,130.0,1.0,1518.8199999999997,2,2
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,0,0
384.1,1,11,1,42.0,1,172.0,1.0,672.79,1,1
820.6199999999999,0,14,1,61.0,0,158.0,1.0,6024.8,1,1
474.77,0,16,2,56.0,1,50.0,1.0,2158.59,1,1
542.72,0,16,1,43.0,0,92.0,1.0,6011.8,1,1
79.80000000000001,1,13,0,73.0,2,76.0,1.0,6372.58,1,1
46.24000000000001,1,36,1,57.0,1,52.0,1.0,2569.56,0,0
327.8,1,37,0,61.0,0,54.0,1.0,10585.48,0,0
445.79,1,19,0,52.0,0,161.0,1.0,717.9899999999998,1,1
55.889999999999986,1,14,2,72.0,2,150.0,1.0,3689.65,1,1
158.41,1,34,1,28.0,3,16.0,1.0,1512.1599999999999,0,0
101.19,0,10,2,64.0,0,75.0,1.0,14389.45,1,1
827.1399999999999,1,12,1,36.0,1,265.00000000000006,4.0,9800.21,1,1
61.97,1,31,0,74.0,2,95.0,1.0,7014.69,2,2
27.20999999999998,1,38,0,79.0,2,102.0,1.0,3520.61,0,0
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,1,1
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,0,0
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,1,1
567.92,1,8,2,53.0,2,14.0,1.0,3779.47,3,3
138.11,0,31,2,68.0,2,104.0,1.0,4177.65,2,2
456.93,0,41,1,28.0,1,193.0,1.0,7284.76,0,0
101.42000000000002,1,1,2,66.0,2,146.0,1.0,6530.59,3,3
300.61,1,12,2,44.0,0,51.0,1.0,7895.54,1,1
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,3,3
345.54,1,36,2,29.0,1,50.0,1.0,2091.78,0,0
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,1,1
111.20999999999998,1,32,1,35.0,0,111.0,1.0,9088.36,0,2
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,3,3
260.63,1,13,1,37.0,1,142.0,1.0,7534.73,1,1
92.36000000000004,1,9,0,29.0,1,144.0,1.0,6353.14,3,3
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,2,2
64.5,1,10,0,74.0,2,230.0,1.0,1351.2399999999998,1,1
253.55,1,17,0,28.0,1,85.0,5.0,2797.26,1,1
175.94,1,16,0,57.0,2,89.0,1.0,3728.04,1,1
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,1,1
51.06999999999999,1,9,1,63.0,2,133.0,1.0,4292.16,3,3
435.86,1,17,0,56.0,2,134.0,1.0,3801.82,1,1
74.73000000000002,0,17,1,64.0,2,162.0,1.0,6353.22,1,1
182.79,0,21,2,23.0,3,14.0,1.0,1251.85,2,1
628.36,1,2,2,44.0,0,108.0,1.0,11869.71,3,3
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,0,0
362.27,1,17,0,80.0,2,47.0,1.0,6003.59,1,1
560.15,0,22,2,50.0,1,92.0,1.0,817.8299999999999,2,2
351.99,1,6,0,80.0,2,45.0,2.0,3663.64,3,3
132.35999999999999,1,7,1,28.0,3,160.0,1.0,319.64999999999964,3,3
24.769999999999982,0,26,2,40.0,1,16.999999999999986,1.0,478.22999999999956,2,2
668.6700000000001,1,11,2,44.0,0,143.0,4.0,13446.81,1,1
80.24000000000001,0,27,1,53.0,0,58.0,1.0,8012.81,2,2
8.649999999999977,1,23,0,68.0,2,198.0,1.0,4201.22,2,2
178.91,1,29,0,18.0,3,19.0,1.0,8870.89,2,2
115.22,1,37,1,27.0,1,108.0,1.0,906.1999999999998,0,0
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,0,0
542.75,0,26,1,70.0,2,63.0,1.0,2224.08,2,2
317.47,0,34,2,67.0,0,16.0,1.0,14639.28,0,0
280.99,1,15,1,45.0,1,29.0,1.0,9733.59,1,1
24.189999999999998,1,36,0,29.0,1,28.0,1.0,2756.2,0,0
586.85,1,23,0,36.0,0,86.0,1.0,6655.15,2,2
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,0,0
383.69,1,7,2,54.0,1,285.0,1.0,8371.11,3,3
247.17,0,6,1,65.0,2,149.0,1.0,2611.64,3,3
48.78,0,18,1,18.0,3,136.0,1.0,552.0599999999995,1,1
4.149999999999977,0,29,1,60.0,2,119.0,1.0,6017.36,2,2
60.99000000000001,1,28,1,34.0,1,58.0,1.0,7281.46,2,2
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,2,2
524.6,1,12,1,58.0,0,76.0,1.0,13017.7,1,1
108.95999999999998,1,25,0,26.0,3,247.0,1.0,7597.66,2,2
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,2,2
124.84,1,21,2,52.0,2,79.0,1.0,6711.78,2,1
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,0,0
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,3,3
81.26999999999998,0,39,2,22.0,3,68.0,1.0,1814.48,0,0
193.82,1,18,1,37.0,1,176.0,1.0,3886.77,1,1
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,0,0
39.20999999999998,1,24,0,66.0,0,245.0,4.0,9385.57,2,2
637.75,1,9,1,79.0,2,152.0,1.0,4202.92,3,3
153.59,0,32,1,66.0,2,174.0,1.0,4813.12,0,2
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,0,0
644.0799999999999,1,1,2,24.0,3,55.0,1.0,1980.62,3,3
305.0,1,31,0,22.0,3,222.0,1.0,944.8299999999999,2,2
233.1,0,26,1,42.0,0,37.0,1.0,7469.2,2,2
793.13,1,22,2,68.0,0,76.0,1.0,13389.16,2,2
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,1,1
214.83,0,40,0,23.0,3,63.0,1.0,991.6899999999996,0,0
163.46,0,3,1,63.0,2,111.0,1.0,6953.8,3,3
194.99,1,17,1,34.0,1,91.0,1.0,1370.0299999999997,1,1
23.399999999999977,1,12,0,46.0,0,175.0,4.0,14851.28,1,1
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,0,0
259.9,1,28,2,26.0,3,100.0,1.0,914.2799999999997,2,2
59.50999999999999,0,9,2,36.0,0,55.0,1.0,9955.88,3,3
1074.95,1,17,1,20.0,3,91.0,1.0,530.8599999999997,1,1
112.94,0,35,2,73.0,2,31.000000000000014,1.0,3807.84,0,0
11.810000000000002,1,31,0,21.0,3,131.0,1.0,320.25,2,2
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,0,0
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,2,2
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,3,3
209.03,1,11,1,55.0,1,126.0,1.0,8359.5,1,1
